Sood_zarar,Ravand_TF 15 min= ,Ravand_TF 1h= ,Ravand_TF 4h= ,Ravand_TF D= ,Ravand_Zstr_TF 15 min= ,Ravand_Zstr_TF 1h= ,Ravand_Zstr_TF 4h= ,Ravand_Zstr_TF D= ,PTL_signal 15 min= ,PTL_signal 1h= ,PTL_signal 4h= ,PTL_signal D= ,PTL_Status 15 min= ,PTL_Status 1h= ,PTL_Status 4h= ,PTL_Status D= ,RSI_Status 15 min= ,RSI_Status 1h= ,RSI_Status 4h= ,RSI_Status D= ,RSI 15 min= ,RSI 1h= ,RSI 4h= ,RSI D= ,MACD_Status 15 min= ,MACD_Status 1h= ,MACD_Status 4h= ,MACD_Status D= ,Stochastic_Status 15 min= ,Stochastic_Status 1h= ,Stochastic_Status 4h= ,Stochastic_Status D= ,Supp_Z_percent_distance_TF 15 min=,Supp_Z_percent_distance_TF 1h=,Supp_Z_percent_distance_TF 4h=,Supp_Z_percent_distance_TF D=,Supp_Z_repeat_count_TF 15 min=,Supp_Z_repeat_count_TF 1h=,Supp_Z_repeat_count_TF 4h=,Supp_Z_repeat_count_TF D=,Ress_Z_percent_distance_TF 15 min=,Ress_Z_percent_distance_TF 1h=,Ress_Z_percent_distance_TF 4h=,Ress_Z_percent_distance_TF D=,Ress_Z_repeat_count_TF 15 min=,Ress_Z_repeat_count_TF 1h=,Ress_Z_repeat_count_TF 4h=,Ress_Z_repeat_count_TF D=,Supp_Z_repeated_percent_distance_TF 15 min=,Supp_Z_repeated_percent_distance_TF 1h=,Supp_Z_repeated_percent_distance_TF 4h=,Supp_Z_repeated_percent_distance_TF D=,Supp_Z_repeated_repeat_count_TF 15 min=,Supp_Z_repeated_repeat_count_TF 1h=,Supp_Z_repeated_repeat_count_TF 4h=,Supp_Z_repeated_repeat_count_TF D=,Ress_Z_repeated_percent_distance_TF 15 min=,Ress_Z_repeated_percent_distance_TF 1h=,Ress_Z_repeated_percent_distance_TF 4h=,Ress_Z_repeated_percent_distance_TF D=,Ress_Z_repeated_repeat_count_TF 15 min=,Ress_Z_repeated_repeat_count_TF 1h=,Ress_Z_repeated_repeat_count_TF 4h=,Ress_Z_repeated_repeat_count_TF D=,Supp_Z_farthest_percent_distance_TF 15 min=,Supp_Z_farthest_percent_distance_TF 1h=,Supp_Z_farthest_percent_distance_TF 4h=,Supp_Z_farthest_percent_distance_TF D=,Supp_Z_farthest_repeat_count_TF 15 min=,Supp_Z_farthest_repeat_count_TF 1h=,Supp_Z_farthest_repeat_count_TF 4h=,Supp_Z_farthest_repeat_count_TF D=,Ress_Z_farthest_percent_distance_TF 15 min=,Ress_Z_farthest_percent_distance_TF 1h=,Ress_Z_farthest_percent_distance_TF 4h=,Ress_Z_farthest_percent_distance_TF D=,Ress_Z_farthest_repeat_count_TF 15 min=,Ress_Z_farthest_repeat_count_TF 1h=,Ress_Z_farthest_repeat_count_TF 4h=,Ress_Z_farthest_repeat_count_TF D=,Supp_Z_2th_percent_distance_TF 15 min=,Supp_Z_2th_percent_distance_TF 1h=,Supp_Z_2th_percent_distance_TF 4h=,Supp_Z_2th_percent_distance_TF D=,Supp_Z_2th_repeat_count_TF 15 min=,Supp_Z_2th_repeat_count_TF 1h=,Supp_Z_2th_repeat_count_TF 4h=,Supp_Z_2th_repeat_count_TF D=,Ress_Z_2th_percent_distance_TF 15 min=,Ress_Z_2th_percent_distance_TF 1h=,Ress_Z_2th_percent_distance_TF 4h=,Ress_Z_2th_percent_distance_TF D=,Ress_Z_2th_repeat_count_TF 15 min=,Ress_Z_2th_repeat_count_TF 1h=,Ress_Z_2th_repeat_count_TF 4h=,Ress_Z_2th_repeat_count_TF D=,n_bar_Change_ravand_TF 15 min= ,n_bar_Change_ravand_TF 1h= ,n_bar_Change_ravand_TF 4h= ,n_bar_Change_ravand_TF D= ,n_bar_Change_ravand_Zstr 15 min= ,n_bar_Change_ravand_Zstr 1h= ,n_bar_Change_ravand_Zstr 4h= ,n_bar_Change_ravand_Zstr D= ,now_ravand_perc_TF 15 min= ,now_ravand_perc_TF 1h= ,now_ravand_perc_TF 4h= ,now_ravand_perc_TF D= ,sec_ravand_perc_TF 15 min= ,sec_ravand_perc_TF 1h= ,sec_ravand_perc_TF 4h= ,sec_ravand_perc_TF D= ,third_ravand_perc_TF 15 min= ,third_ravand_perc_TF 1h= ,third_ravand_perc_TF 4h= ,third_ravand_perc_TF D= 
-2.24,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,No_newSignal,Sell Signal_StartNozool,No_newSignal,No_newSignal,PTL_isNozooli,PTL_isNozooli,PTL_isNeutral,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,38.20938309,47.35702559,41.27278913,39.9556329,Edame_Ravand_Nozool,Edame_Ravand_Nozool,Edame_Ravand_Souod,Edame_Ravand_Nozool,Neutral,Neutral,Neutral,Neutral,0.178274767,0.207906267,0.340033615,0.956951744,4,1,1,2,0.221993374,0.558626653,0.670716305,0.437671838,2,3,8,2,0.178274767,0,0.862713857,0.956951744,4,0,3,2,0.221993374,0.558626653,0.670716305,0.437671838,2,3,8,2,0.722037093,0.789849511,0.862713857,0.956951744,5,1,3,2,1.364020557,2.232563562,3.094791657,8.712956576,1,3,2,3,0.415812535,0.789849511,0.862713857,0,4,1,3,0,0.577814264,0.879391696,1.517521446,1.966365818,4,6,13,3,4,1,2,1,4,7,7,1,0,0,0,0,-0.759398278,1.356274114,-2.440935103,-3.048543136,1.036694292,-2.124886184,0.822585461,3.493033584
1.72,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isSouodi,PTL_isNozooli,PTL_isNeutral,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,52.81194845,52.47051873,44.13910333,41.43079652,Edame_Ravand_Souod,Ehtemale_Start_Nozool,Edame_Ravand_Souod,Edame_Ravand_Nozool,Neutral,Neutral,Neutral,Neutral,0.227909728,0.382112481,0.514009175,1.129850355,1,1,1,2,0.049784536,0.383082309,0.494976288,0.262338645,3,3,8,2,0.394073701,0,1.035776978,1.129850355,3,0,3,2,0.049784536,0.383082309,0.494976288,0.262338645,3,3,8,2,0.895345792,0.963039831,1.035776978,1.129850355,5,1,3,2,1.187070245,2.054097041,2.914819951,8.523177288,1,3,2,3,0.394073701,0.963039831,1.035776978,0,3,1,3,0,0.305980933,0.703287396,1.340303168,1.788363996,2,6,13,3,1,3,2,1,1,9,7,1,0,0,0,0,0.439070456,1.356274114,-2.440935103,-3.048543136,-0.759398278,-2.124886184,0.822585461,3.493033584
2.62,Ravand mobham_Shayad_Kanal,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isSouodi,PTL_isSouodi,PTL_isNeutral,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,63.2100059,59.58919267,48.09210872,43.94563208,Edame_Ravand_Souod,Edame_Ravand_Souod,Edame_Ravand_Souod,Edame_Ravand_Nozool,Neutral,OB_Ehtiait_Nozool,Buy Signa,Neutral,0.222942257,0.650933359,0.782474127,0.008221298,2,1,1,2,0.124383403,0.108327691,0.223788568,1.513686043,5,4,8,3,0.222942257,0,1.30283393,0.008221298,2,0,3,2,0.124383403,0.108327691,0.223788568,1.513686043,5,4,8,3,1.1627817,1.230293065,1.30283393,1.396653448,5,1,3,2,0.914014895,1.778702002,2.637102234,8.230325305,1,3,2,3,0.621433407,1.230293065,1.30283393,1.396653448,4,1,3,2,0.486184995,0.431537544,1.066834317,2.820969146,6,6,13,5,2,1,3,1,2,11,8,1,0,0,0,0,0.752553131,1.356274114,-2.440935103,-3.048543136,-0.759398278,-2.124886184,0.822585461,3.493033584
-1.53,Ravand_Transient Nozooli To Soodi,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,Ravand_Transient Nozooli To Soodi,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isNozooli,PTL_isSouodi,PTL_isNeutral,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,49.14151771,54.16782833,46.16287747,42.52994156,Edame_Ravand_Nozool,Edame_Ravand_Nozool,Edame_Ravand_Souod,Edame_Ravand_Nozool,OS_Ehtiait_Souod,Neutral,Neutral,Neutral,0.015013997,0.503695381,0.635431095,1.250520647,4,1,1,2,0.313598807,0.256690915,0.372322907,0.139969197,4,4,8,2,0.015013997,0,1.156562085,1.250520647,4,0,3,2,0.313598807,0.256690915,0.372322907,0.139969197,4,4,8,2,1.016302295,1.083913713,1.156562085,1.250520647,5,1,3,2,1.063572169,1.929540765,2.78921317,8.390725547,1,3,2,3,0.474151709,1.083913713,1.156562085,0,4,1,3,0,0.635108214,0.580379773,1.216618073,1.664132046,6,6,13,3,1,3,3,1,1,13,8,1,0,0,0,0,-0.263793603,1.356274114,-2.440935103,-3.048543136,0.752553131,-2.124886184,0.822585461,3.493033584
2.21,Ravand Soodi,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,Ravand Soodi,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isSouodi,PTL_isSouodi,PTL_isNeutral,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,64.33415495,59.99046525,48.92910723,44.50470868,Edame_Ravand_Souod,Edame_Ravand_Souod,Edame_Ravand_Souod,Edame_Ravand_Nozool,OB_Ehtiait_Nozool,Buy Signa,Neutral,Neutral,0.222819415,0.70567537,0.837143658,0.063317448,4,1,1,2,0.10995969,0.053167322,0.168564579,1.457751312,4,4,8,3,0.222819415,0,1.357216739,0.063317448,4,0,3,2,0.10995969,0.053167322,0.168564579,1.457751312,4,4,8,3,1.217241679,1.284715845,1.357216739,1.450984562,5,1,3,2,0.858410587,1.722621246,2.580548493,8.170689661,1,3,2,3,0.676191673,1.284715845,1.357216739,1.450984562,4,1,3,2,0.439838758,0.376199084,1.011145804,2.764314093,5,6,13,5,8,5,4,1,8,15,9,1,0.242255104,0,0,0,-0.283119142,1.356274114,-2.440935103,-3.048543136,0.752553131,-2.124886184,0.822585461,3.493033584
3.44,Ravand_Transient Soodi To Nozooli,Ravand_Transient Soodi To Nozooli,Ravand Soodi,Ravand_Transient Nozooli To Soodi,Ravand_Transient Soodi To Nozooli,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isSouodi,PTL_isSouodi,PTL_isSouodi,PTL_isNozooli,OB_Ehtiait_Nozool,Neutral,Neutral,Neutral,76.79707841,67.52680148,53.66308834,48.50393997,Edame_Ravand_Souod,Edame_Ravand_Souod,Edame_Ravand_Souod,Edame_Ravand_Nozool,Sell Signal,OB_Ehtiait_Nozool,Neutral,Neutral,0.230491329,0.283236994,0.15579411,0.403179191,4,3,7,2,0.090799615,0.037572254,0.667630058,1.112716763,4,7,13,3,0.230491329,0.283236994,0.15579411,0.403179191,4,3,7,2,0.090799615,0.037572254,0.667630058,1.112716763,4,7,13,3,1.553179191,1.620423892,1.692678227,1.786127168,5,1,3,2,0.515414258,1.376685934,2.231695568,7.802825947,1,3,2,3,0.562138728,1.043352601,1.174373796,1.786127168,4,1,1,2,0.311175337,0.459812827,1.411006744,2.414836224,1,14,8,5,1,1,9,1,1,1,9,1,0,0,0,0,0.638584455,1.701952643,-2.440935103,-3.048543136,-0.283119142,-2.124886184,0.822585461,3.493033584
-0.54,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Soodi To Nozooli,Ravand_Transient Nozooli To Soodi,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,No_newSignal,No_newSignal,Buy Signa_StartSouod,No_newSignal,PTL_isNeutral,PTL_isSouodi,PTL_isSouodi,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,66.55529891,66.09300545,53.2316755,48.1440054,Edame_Ravand_Nozool,Edame_Ravand_Souod,Edame_Ravand_Souod,Edame_Ravand_Nozool,Neutral,OB_Ehtiait_Nozool,OB_Ehtiait_Nozool,Neutral,0.180020431,0.250563768,0.095045583,0.370545265,5,3,8,2,0.111789989,0.072415683,0.700614845,1.145847387,3,7,13,3,0.180020431,0.250563768,0.095045583,0.370545265,5,3,8,2,0.111789989,0.072415683,0.700614845,1.145847387,3,7,13,3,1.520922075,1.588188809,1.66046682,1.753946379,5,1,3,2,0.54834917,1.409903051,2.265192838,7.838148655,1,3,2,3,0.529556888,1.010928435,1.14199256,1.753946379,4,1,1,2,0.344043328,0.492729521,1.444235106,2.448393501,1,14,8,5,2,2,1,1,5,2,10,1,0,0,0,0,0.653119761,1.716641532,-2.440935103,-3.048543136,-0.283119142,-2.124886184,0.822585461,3.493033584
0.47,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Soodi To Nozooli,Ravand_Transient Nozooli To Soodi,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,No_newSignal,No_newSignal,Buy Signa_StartSouod,No_newSignal,PTL_isSouodi,PTL_isSouodi,PTL_isSouodi,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,66.39879039,67.57316586,54.02802769,48.77583042,Edame_Ravand_Nozool,Edame_Ravand_Souod,Edame_Ravand_Souod,Edame_Ravand_Nozool,Buy Signa,OB_Ehtiait_Nozool,OB_Ehtiait_Nozool,Neutral,0.237705392,0.047408378,0.152779651,0.428120124,5,9,8,2,0.033951033,0.434655784,0.642420974,1.087396221,4,14,13,3,0.237705392,0.047408378,0.152779651,0.428120124,5,9,8,2,0.033951033,0.434655784,0.642420974,1.087396221,4,14,13,3,1.577832142,1.645060004,1.717296246,1.810721785,5,1,3,2,0.490243292,1.351299289,2.206094812,7.775830075,1,3,2,3,0.587039855,1.068133223,1.199121607,1.810721785,4,1,1,2,0.286055516,0.748126673,1.385611504,2.389189606,1,4,8,5,3,4,1,1,13,4,10,1,0,0,0,0,0.653119761,1.716641532,-2.440935103,-3.048543136,-0.283119142,-2.124886184,0.822585461,3.493033584
-0.73,Ravand Nozooli,Ravand Nozooli,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,Ravand Nozooli,Ravand_Transient Soodi To Nozooli,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isNozooli,PTL_isNeutral,PTL_isSouodi,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,50.67648936,62.94481711,52.97403411,48.01782921,Edame_Ravand_Nozool,Edame_Ravand_Nozool,Edame_Ravand_Souod,Edame_Ravand_Nozool,Buy Signa,Neutral,Sell Signal,Neutral,0.218757228,1.012836327,0.096730206,0.3724655,6,1,8,2,0.092128595,0.008673194,0.698673965,1.143897926,5,9,13,3,0.218757228,0,0.096730206,0.3724655,6,0,8,2,0.092128595,0.008673194,0.698673965,1.143897926,5,9,13,3,1.522820137,1.590085576,1.662362193,1.755839951,5,1,3,2,0.546411225,1.407948501,2.263221802,7.836070208,1,3,2,3,0.574358184,1.590085576,1.143897926,1.755839951,3,1,1,2,0.546411225,0.490792647,1.442279894,2.446418935,1,14,8,5,4,1,1,2,4,1,1,2,-0.101084979,0,0,0,0.655057802,1.718600051,1.718600051,-3.048543136,-0.283119142,-2.124886184,-2.440935103,3.493033584
-0.58,Ravand_Transient Nozooli To Soodi,Ravand_Transient Nozooli To Soodi,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,Ravand mobham_Shayad_Kanal,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isNozooli,PTL_isNeutral,PTL_isSouodi,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,44.00385253,60.96105141,52.40479177,47.64310936,Edame_Ravand_Nozool,Edame_Ravand_Nozool,Edame_Ravand_Souod,Edame_Ravand_Nozool,Neutral,Neutral,Sell Signal,Neutral,0.223924488,0.965116952,0.048569197,0.324437417,4,1,8,2,0.061344222,0.049943115,0.747218419,1.192657012,8,10,13,3,0.223924488,0,0.048569197,0.324437417,4,0,8,2,0.061344222,0.049943115,0.747218419,1.192657012,8,10,13,3,1.475346613,1.542644478,1.614955938,1.70847876,5,1,3,2,0.594882277,1.456834879,2.312520488,7.888055432,1,3,2,3,0.526427428,1.542644478,1.096241732,1.70847876,3,1,1,2,0.222719297,0.539236887,1.491182823,2.495805935,1,14,8,5,1,1,1,2,1,3,1,2,0,0,0,0,-0.161735966,1.718600051,1.718600051,-3.048543136,0.655057802,-2.124886184,-2.440935103,3.493033584
-0.13,Ravand_Transient Nozooli To Soodi,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isNeutral,PTL_isNeutral,PTL_isSouodi,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,46.08754796,60.49310216,52.73480285,47.86098194,Edame_Ravand_Nozool,Edame_Ravand_Nozool,Edame_Ravand_Souod,Edame_Ravand_Nozool,Neutral,Buy Signa,OB_Ehtiait_Nozool,Neutral,0.029469562,0.985164692,0.068802475,0.344614851,7,1,8,2,0.138424315,0.028533146,0.726824049,1.172172471,5,10,13,3,0.029469562,0,0.068802475,0.344614851,7,0,8,2,0.138424315,0.028533146,0.726824049,1.172172471,5,10,13,3,1.525221951,1.562575309,1.634872131,1.728376021,4,1,3,2,0.574518744,1.43629686,2.291809252,7.866215534,1,3,2,3,0.280832988,1.562575309,1.116262929,1.728376021,3,1,1,2,0.574518744,0.518884618,1.470637851,2.475057596,1,14,8,5,1,2,2,2,3,5,2,2,0,0,0,0,0.162981108,1.718600051,1.718600051,-3.048543136,-0.173288535,-2.124886184,-2.440935103,3.493033584
0.46,Ravand_Transient Nozooli To Soodi,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isNeutral,PTL_isNeutral,PTL_isSouodi,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,50.19698317,61.37047022,53.63414687,48.49989626,Edame_Ravand_Nozool,Edame_Ravand_Nozool,Edame_Ravand_Souod,Edame_Ravand_Nozool,Neutral,Neutral,OB_Ehtiait_Nozool,Neutral,0.061244741,0.029287373,0.12656673,0.402219675,7,10,8,2,0.063006387,0.455391967,0.66859989,1.113690883,5,13,13,3,0.061244741,0.029287373,0.12656673,0.402219675,7,10,8,2,0.063006387,0.455391967,0.66859989,1.113690883,5,13,13,3,1.6127323,1.619476103,1.691731134,1.785180975,3,1,3,2,0.516382624,1.377662598,2.232680469,7.80386452,1,3,2,3,0.258191312,1.042399252,1.173421709,1.785180975,3,1,1,2,0.516382624,0.774333086,1.411983738,2.415822888,1,4,8,5,1,4,2,2,11,7,2,2,0,0,0,0,0.162981108,1.718600051,1.718600051,-3.048543136,-0.173288535,-2.124886184,-2.440935103,3.493033584
-0.38,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isNozooli,PTL_isNeutral,PTL_isSouodi,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,47.02320985,59.55044205,53.14559278,48.17570789,Ehtemale_Start_Nozool,Edame_Ravand_Nozool,Edame_Ravand_Souod,Edame_Ravand_Nozool,Neutral,Neutral,OB_Ehtiait_Nozool,Neutral,0.040612184,0.000385472,0.097692953,0.37342559,7,10,8,2,0.091934971,0.484433991,0.697703553,1.142923224,5,13,13,3,0.040612184,0.000385472,0.097692953,0.37342559,7,10,8,2,0.091934971,0.484433991,0.697703553,1.142923224,5,13,13,3,1.584288179,1.591033931,1.663309852,1.756786709,3,1,3,2,0.54544228,1.406971253,2.262236313,7.835031014,1,3,2,3,0.262602511,1.013790246,1.144850582,1.756786709,2,1,1,2,0.54544228,0.803467317,1.441302316,2.44543168,1,4,8,5,2,6,3,2,2,9,3,2,0,0,0,0,-0.128054534,1.718600051,1.718600051,-3.048543136,0.162981108,-2.124886184,-2.440935103,3.493033584
2.31,Ravand mobham_Shayad_Kanal,Ravand_Transient Soodi To Nozooli,Ravand Soodi,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Soodi To Nozooli,Ravand Soodi,Ravand mobham_Shayad_Kanal,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isSouodi,PTL_isSouodi,PTL_isSouodi,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,63.19284617,67.48841963,56.71231736,50.74178216,Edame_Ravand_Souod,Edame_Ravand_Souod,Edame_Ravand_Souod,Ehtemale_Start_Souod,Neutral,Neutral,OB_Ehtiait_Nozool,Neutral,0.136145992,0.228256062,0.353551031,0.600446128,5,10,7,2,0.081726054,0.243049165,0.468242217,0.912447359,1,14,13,3,0.136145992,0.228256062,0.353551031,0.600446128,5,10,7,2,0,0.243049165,0.468242217,0.912447359,0,14,13,3,1.808549507,1.815279888,1.887391112,1.980654962,3,1,3,2,0.081726054,1.175893698,2.029209853,7.589305745,1,3,2,3,0.268391109,1.239351576,1.370113263,1.980654962,7,1,1,2,0,0.573764975,1.21014653,2.21198777,0,4,8,5,2,1,13,2,2,1,13,2,0,0,1.848841536,0,0.348986301,1.932078576,-2.440935103,-3.048543136,-0.128054534,-2.124886184,0.822585461,3.493033584
-0.1,Ravand mobham_Shayad_Kanal,Ravand_Transient Soodi To Nozooli,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand_Transient Soodi To Nozooli,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isSouodi,PTL_isSouodi,PTL_isSouodi,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,57.75569354,68.34814189,56.94648024,50.97889007,Edame_Ravand_Nozool,Ehtemale_Start_Nozool,Edame_Ravand_Souod,Ehtemale_Start_Souod,Neutral,Sell Signal,Neutral,Neutral,0.153002208,0.266271905,0.375582084,0.622422594,6,9,7,2,0.099010853,0.226516507,0.424057577,0.890136404,2,14,14,3,0.153002208,0.266271905,0.375582084,0.622422594,6,9,7,2,0.099010853,0.226516507,0.424057577,0.890136404,2,14,14,3,1.83025887,1.836987763,1.909083044,2.002326274,3,1,3,2,0.099010853,1.153524498,2.006651991,7.565518589,2,3,2,3,0.29044099,1.261186784,1.391919561,2.002326274,7,1,1,2,0,0.551528901,1.187769757,2.189389497,0,4,8,5,3,1,1,2,3,1,1,2,0,0,0,0,0.428038446,2.012377837,2.012377837,-3.048543136,-0.128054534,-2.124886184,-2.440935103,3.493033584
1.15,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand Soodi,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand mobham_Shayad_Kanal,Ravand Soodi,Ravand mobham_Shayad_Kanal,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isNeutral,PTL_isSouodi,PTL_isSouodi,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,59.74255459,68.3238286,58.72968753,52.19937633,Edame_Ravand_Nozool,Edame_Ravand_Souod,Edame_Ravand_Souod,Ehtemale_Start_Souod,Neutral,Neutral,OB_Ehtiait_Nozool,Neutral,0.047527148,0.383097618,0.492279753,0.73883112,2,9,7,2,0.144021661,0.117892017,0.328369387,0.771956102,1,14,13,3,0.047527148,0.383097618,0.492279753,0.73883112,2,9,7,2,0,0.117892017,0.328369387,0.771956102,0,14,13,3,1.945252566,1.951973577,2.023984407,2.117118415,3,1,3,2,0.144021661,1.035035669,1.887163829,7.439518904,1,3,2,3,0.269960602,1.376847078,1.507426717,2.117118415,6,1,1,2,0,0.433745235,1.069240814,2.069687281,0,4,8,5,2,2,14,2,5,2,14,2,0,0,1.990834133,0,0.551436917,2.137723026,-2.440935103,-3.048543136,-0.128054534,-2.124886184,0.822585461,3.493033584
-0.6,Ravand_Transient Nozooli To Soodi,Ravand_Transient Nozooli To Soodi,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,Ravand_Transient Nozooli To Soodi,Ravand mobham_Shayad_Kanal,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,No_newSignal,No_newSignal,No_newSignal,No_newSignal,PTL_isNozooli,PTL_isSouodi,PTL_isSouodi,PTL_isNozooli,Neutral,Neutral,Neutral,Neutral,48.27394161,62.43492053,57.68603538,51.47649848,Edame_Ravand_Nozool,Edame_Ravand_Nozool,Edame_Ravand_Souod,Ehtemale_Start_Souod,Buy Signa,Neutral,Neutral,Neutral,0.008967633,0.313226618,0.422485334,0.669209631,3,9,7,2,0.191202752,0.171281795,0.385562476,0.842637253,2,15,14,3,0.008967633,0.313226618,0.422485334,0.669209631,3,9,7,2,0.191202752,0.171281795,0.385562476,0.842637253,2,15,14,3,1.876477257,1.883202982,1.955264321,2.048463652,3,1,3,2,0.191202752,1.105901343,1.958627183,7.514876663,2,3,2,3,0.209458291,1.307673091,1.438344319,2.048463652,7,1,1,2,0,0.504189166,1.140130479,2.141278656,0,4,8,5,1,1,1,2,1,4,1,2,0,0,0,0,-0.278041438,2.137723026,2.137723026,-3.048543136,0.551436917,-2.124886184,-2.440935103,3.493033584
