Ravand_TF 15 min=,Ravand_TF 1h=,Ravand_TF 4h=,Ravand_TF D=,Ravand_Zstr_TF 15 min=,Ravand_Zstr_TF 1h=,Ravand_Zstr_TF 4h=,Ravand_Zstr_TF D=,PTL_signal 15 min=,PTL_signal 1h=,PTL_signal 4h=,PTL_signal D=,PTL_Status 15 min=,PTL_Status 1h=,PTL_Status 4h=,PTL_Status D=,RSI_Status 15 min=,RSI_Status 1h=,RSI_Status 4h=,RSI_Status D=,RSI 15 min=,RSI 1h=,RSI 4h=,RSI D=,MACD_Status 15 min=,MACD_Status 1h=,MACD_Status 4h=,MACD_Status D=,Stochastic_Status 15 min=,Stochastic_Status 1h=,Stochastic_Status 4h=,Stochastic_Status D=,Supp_Z_TF 15 min=,Supp_Z_TF 1h=,Supp_Z_TF 4h=,Supp_Z_TF D=,Ress_Z_TF 15 min=,Ress_Z_TF 1h=,Ress_Z_TF 4h=,Ress_Z_TF D=,n_bar_Change_ravand_TF 15 min=,n_bar_Change_ravand_TF 1h=,n_bar_Change_ravand_TF 4h=,n_bar_Change_ravand_TF D=,n_bar_Change_ravand_Zstr 15 min=,n_bar_Change_ravand_Zstr 1h=,n_bar_Change_ravand_Zstr 4h=,n_bar_Change_ravand_Zstr D=,now_ravand_perc_TF 15 min=,now_ravand_perc_TF 1h=,now_ravand_perc_TF 4h=,now_ravand_perc_TF D=,sec_ravand_perc_TF 15 min=,sec_ravand_perc_TF 1h=,sec_ravand_perc_TF 4h=,sec_ravand_perc_TF D=,third_ravand_perc_TF 15 min=,third_ravand_perc_TF 1h=,third_ravand_perc_TF 4h=,third_ravand_perc_TF D=
Ravand mobham_Shayad_Kanal,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,Ravand_Transient Soodi To Nozooli,Ravand mobham_Shayad_Kanal,Ravand_Transient Soodi To Nozooli,No_newSignal,Buy Signa_StartSouod,No_newSignal,No_newSignal,PTL_isSouodi,PTL_isNeutral,PTL_isSouodi,PTL_isSouodi,Neutral,Neutral,Neutral,OB_Ehtiait_Nozool,51.35,55.77,65.36,74.3,Edame_Ravand_Souod,Edame_Ravand_Nozool,Ehtemale_Start_Nozool,Edame_Ravand_Souod,Neutral,Neutral,Neutral,Neutral,0,1.12,0,1.11,0,1.13,0,1.14,2,1,4,1,2,15,4,1,0,0,0,0,0.69,5.13,5.45,6.9,-1.18,-1.63,-2.35,-2.02
